hash,URL,links,dateAdded
6982001,web.archive.org/web/20180409234154/https://googleblog.blogspot.com/2015/08/google-alphabet.html,0,2023-05-01
9067972,web.archive.org/web/20150917083700/https://www.cnet.com/news/google-restructures-into-alphabet-soup-of-businesses/,0,2023-05-01
-754029,web.archive.org/web/20170126084151/http://beta.fortune.com/global500/list/filtered,0,2023-05-01
-206341,beta.fortune.com/global500/list/filtered,0,2023-05-01
-433069,web.archive.org/web/20220824084429/https://www.forbes.com/companies/alphabet/,0,2023-05-01
1778599,web.archive.org/web/20171122143410/https://www.wired.com/2015/08/new-company-called-alphabet-owns-google/,0,2023-05-01
4712780,web.archive.org/web/20201210083501/https://www.forbes.com/sites/jilliandonfro/2019/12/03/larry-page-steps-down-as-ceo-of-google-parent-alphabet/,0,2023-05-01
6284279,money.cnn.com/2015/08/10/technology/alphabet-google/index.html,0,2023-05-01
-183558,web.archive.org/web/20201008043001/https://money.cnn.com/2015/08/10/technology/alphabet-google/index.html,0,2023-05-01
-907385,web.archive.org/web/20161123054841/https://www.bloomberg.com/news/articles/2015-08-10/google-to-adopt-new-holding-structure-under-name-alphabet-,0,2023-05-01
-377253,web.archive.org/web/20150811102137/http://www.wired.com/2015/08/google-mean-alphabet-looks-like-now/,0,2023-05-01
8138480,web.archive.org/web/20190505215715/https://www.businessinsider.com/what-is-alphabet-googles-new-company-2015-8,0,2023-05-01
1686380,web.archive.org/web/20161128112043/http://www.wsj.com/articles/google-creates-new-company-alphabet-1439240645,0,2023-05-01
-888533,web.archive.org/web/20161019164806/http://www.nytimes.com/2015/08/11/technology/google-alphabet-restructuring.html,0,2023-05-01
-599704,web.archive.org/web/20200812125314/https://www.cnet.com/news/googles-larry-page-explains-the-new-alphabet/,0,2023-05-01
5833607,markets.businessinsider.com/news/stocks/google-founders-modeled-alphabet-warren-buffett-berkshire-hathaway-2019-12-1028737463,0,2023-05-01
6313001,web.archive.org/web/20191205132550/https://markets.businessinsider.com/news/stocks/google-founders-modeled-alphabet-warren-buffett-berkshire-hathaway-2019-12-1028737463,0,2023-05-01
-286917,web.archive.org/web/20150810231636/http://www.sec.gov/Archives/edgar/data/1288776/000128877615000039/a20150810form8-k.htm,0,2023-05-01
1131731,finance.yahoo.com/quote/GOOGL/,0,2023-05-01
6324532,web.archive.org/web/20171204114836/https://finance.yahoo.com/quote/GOOGL/,0,2023-05-01
4755532,web.archive.org/web/20200824015937/https://www.cnbc.com/2019/12/03/larry-page-steps-down-as-ceo-of-alphabet.html,0,2023-05-01
-422418,web.archive.org/web/20230403200831/https://www.bloomberg.com/tosv2.html,0,2023-05-01
4008066,blog.google/inside-google/message-ceo/january-update/,0,2023-05-01
3739944,web.archive.org/web/20230120191924/https://blog.google/inside-google/message-ceo/january-update/,0,2023-05-01
9861070,web.archive.org/web/20180719182259/https://www.bbc.co.uk/news/technology-44886803,0,2023-05-01
-821410,web.archive.org/web/20190501163115/https://www.businessinsider.com/alphabet-google-company-list-2017-4,0,2023-05-01
-801683,web.archive.org/web/20200220221631/https://www.theverge.com/2020/2/11/21133398/google-jigsaw-waymo-nest-brin-page-alphabet,0,2023-05-01
-838084,newatlas.com/robotics/alphabet-intrinsic-software-industrial-robots/,0,2023-05-01
-192271,web.archive.org/web/20210725052818/https://newatlas.com/robotics/alphabet-intrinsic-software-industrial-robots/,0,2023-05-01
7916537,techcrunch.com/2023/01/10/alphabet-x-graduates-robotic-agtech-firm-mineral/,0,2023-05-01
-258197,web.archive.org/web/20230111062902/https://techcrunch.com/2023/01/10/alphabet-x-graduates-robotic-agtech-firm-mineral/,0,2023-05-01
8437452,web.archive.org/web/20171019145337/https://www.bloomberg.com/news/articles/2017-09-01/alphabet-wraps-up-reorganization-with-a-new-company-called-xxvi,0,2023-05-01
-559472,techcrunch.com/2017/09/04/google-parent-alphabet-forms-holding-company-xxvi-to-complete-2015-corporate-reorganization/,0,2023-05-01
6915631,web.archive.org/web/20190501163126/https://techcrunch.com/2017/09/04/google-parent-alphabet-forms-holding-company-xxvi-to-complete-2015-corporate-reorganization/,0,2023-05-01
8786072,web.archive.org/web/20201108091912/https://www.vox.com/2015/10/13/11619552/eric-schmidt-get-ready-for-a-lot-more-alphabet-companies,0,2023-05-01
-364340,web.archive.org/web/20200928033538/https://www.cnet.com/pictures/googles-new-alphabet-from-a-to-z/,0,2023-05-01
-147019,arstechnica.com/gadgets/2018/02/nest-is-done-as-a-standalone-alphabet-company-merges-with-google/,0,2023-05-01
6440298,web.archive.org/web/20201109115045/https://arstechnica.com/gadgets/2018/02/nest-is-done-as-a-standalone-alphabet-company-merges-with-google/,0,2023-05-01
6268879,cloud.google.com/blog/topics/inside-google-cloud/the-security-moonshot-joins-google-cloud,0,2023-05-01
7325629,web.archive.org/web/20190727120911/https://cloud.google.com/blog/topics/inside-google-cloud/the-security-moonshot-joins-google-cloud,0,2023-05-01
-570903,web.archive.org/web/20211217011820/https://www.theverge.com/2021/12/16/22840028/sidewalk-labs-google-doctoroff-health-toronto-quayside,0,2023-05-01
-620847,medium.com/@awestgarthloon,0,2023-05-01
1474040,web.archive.org/web/20210122194829/https://medium.com/@awestgarthloon,0,2023-05-01
3681441,web.archive.org/web/20210723171417/https://www.cnbc.com/2021/07/23/alphabet-intrinsic-robotics-software-company.html,0,2023-05-01
3308285,web.archive.org/web/20211105102034/https://www.cnbc.com/2021/11/05/isomorphic-labs-deepmind-ceo-to-lead-new-alphabet-drug-discovery-lab.html,0,2023-05-01
8107379,abc.xyz/investor/static/pdf/20220202_alphabet_10K.pdf,0,2023-05-01
-578535,web.archive.org/web/20220203053409/https://abc.xyz/investor/static/pdf/20220202_alphabet_10K.pdf,0,2023-05-01
-739297,web.archive.org/web/20200725035847/https://www.abendblatt.de/hamburg/hamburg-mitte/article215905959/Wie-die-Hamburger-ABC-Strasse-Google-praegte.html,0,2023-05-01
-545893,ghostarchive.org/archive/20220111/https://www.telegraph.co.uk/finance/newsbysector/mediatechnologyandtelecoms/11797616/Google-unveils-Alphabet...-but-thats-already-trademarked-by-BMW.html,0,2023-05-01
1320945,techcrunch.com/2015/08/10/google-is-now-alphabet-but-it-doesnt-own-alphabet-com/,0,2023-05-01
5681774,web.archive.org/web/20150811164757/http://techcrunch.com/2015/08/10/google-is-now-alphabet-but-it-doesnt-own-alphabet-com/,0,2023-05-01
-334758,web.archive.org/web/20210619191605/http://www.hooli.xyz/,0,2023-05-01
2677423,web.archive.org/web/20171214212614/https://www.theguardian.com/tv-and-radio/2015/aug/11/google-silicon-valley-spinal-tap-tech,0,2023-05-01
6289058,abc.xyz/investor/static/pdf/2016Q4_alphabet_earnings_release.pdf,0,2023-05-01
6826296,web.archive.org/web/20190320190757/https://abc.xyz/investor/static/pdf/2016Q4_alphabet_earnings_release.pdf,0,2023-05-01
1806831,abc.xyz/investor/static/pdf/20171231_alphabet_10K.pdf,0,2023-05-01
3487612,web.archive.org/web/20190531180003/https://abc.xyz/investor/static/pdf/20171231_alphabet_10K.pdf,0,2023-05-01
-543977,abc.xyz/investor/static/pdf/2018Q4_alphabet_earnings_release.pdf,0,2023-05-01
-653913,web.archive.org/web/20190204213105/https://abc.xyz/investor/static/pdf/2018Q4_alphabet_earnings_release.pdf,0,2023-05-01
3275648,abc.xyz/investor/static/pdf/2019Q4_alphabet_earnings_release.pdf,0,2023-05-01
1492682,web.archive.org/web/20200203212145/https://abc.xyz/investor/static/pdf/2019Q4_alphabet_earnings_release.pdf,0,2023-05-01
2880776,abc.xyz/investor/static/pdf/20210203_alphabet_10K.pdf,0,2023-05-01
-605511,web.archive.org/web/20210207152806/https://abc.xyz/investor/static/pdf/20210203_alphabet_10K.pdf,0,2023-05-01
5131869,abc.xyz/investor/static/pdf/20220202_alphabet_10K.pdf,0,2023-05-01
-891173,web.archive.org/web/20220203053409/https://abc.xyz/investor/static/pdf/20220202_alphabet_10K.pdf,0,2023-05-01
5923742,abc.xyz/investor,0,2023-05-01
-597821,web.archive.org/web/20160203091612/https://abc.xyz/investor/,0,2023-05-01
-712050,web.archive.org/web/20201108123512/https://www.cnbc.com/2016/02/01/google-passes-apple-as-most-valuable-company.html,0,2023-05-01
8186843,web.archive.org/web/20200725035315/https://www.usatoday.com/story/money/markets/2016/02/03/apple-not-going-down-easy/79763410/,0,2023-05-01
4279402,fortune.com/fortune500/2019/search/,0,2023-05-01
-907247,web.archive.org/web/20191031060432/https://fortune.com/fortune500/2019/search/,0,2023-05-01
7210755,web.archive.org/web/20200120065645/https://www.wsj.com/articles/alphabet-becomes-fourth-u-s-company-to-ever-reach-1-trillion-market-value-11579208802,0,2023-05-01
4904617,web.archive.org/web/20221026001358/https://www.bbc.com/news/business-63394516,0,2023-05-01
6322034,techcrunch.com/2017/11/15/united-masters/,0,2023-05-01
4298099,web.archive.org/web/20171204171220/https://techcrunch.com/2017/11/15/united-masters/,0,2023-05-01
4024904,web.archive.org/web/20210927144555/https://www.gv.com/portfolio/,0,2023-05-01
5367369,techcrunch.com/2018/02/17/a-peek-inside-alphabets-investing-universe/,0,2023-05-01
5437603,web.archive.org/web/20180218162155/https://techcrunch.com/2018/02/17/a-peek-inside-alphabets-investing-universe/,0,2023-05-01
-236727,web.archive.org/web/20201112021214/https://www.reuters.com/article/us-uber-alphabet-lawsuit-idUSKBN18Q2CW,0,2023-05-01
5941081,web.archive.org/web/20201209151954/https://www.nytimes.com/2017/05/30/technology/uber-anthony-levandowski.html,0,2023-05-01
4757927,web.archive.org/web/20180219031254/https://www.cnbc.com/2018/02/09/uber-waymo-lawsuit-settlement.html,0,2023-05-01
8953592,web.archive.org/web/20200806061226/https://www.newsweek.com/google-plus-privacy-bug-settlement-claim-money-1522967,0,2023-05-01
-238744,web.archive.org/web/20200806014134/https://www.usatoday.com/story/tech/2020/08/04/google-privacy-settlement-how-much-money-how-to-get/3290508001/,0,2023-05-01
-836454,web.archive.org/web/20200806003928/https://www.courtlistener.com/docket/7999009/in-re-google-plus-profile-litigation/,0,2023-05-01
-841055,web.archive.org/web/20210103214414/https://www.wsj.com/articles/justice-department-to-file-long-awaited-antitrust-suit-against-google-11603195203,0,2023-05-01
7587345,uk.reuters.com/article/us-alphabet-google-labor/google-violated-u-s-labor-laws-in-clampdown-on-worker-organizing-regulator-says-idUKKBN28C35V,0,2023-05-01
-858096,web.archive.org/web/20201203142334/https://uk.reuters.com/article/us-alphabet-google-labor/google-violated-u-s-labor-laws-in-clampdown-on-worker-organizing-regulator-says-idUKKBN28C35V,0,2023-05-01
8018470,web.archive.org/web/20210607162017/https://www.nytimes.com/live/2021/06/07/business/economy-stock-market-news,0,2023-05-01
-357890,web.archive.org/web/20210613162929/https://www.mercurynews.com/2021/06/12/japan-to-start-antitrust-probe-on-apple-google-nikkei-says/,0,2023-05-01
-417188,web.archive.org/web/20220530204701/https://www.reuters.com/markets/europe/googles-russian-subsidiary-files-bankruptcy-document-2022-05-18/,0,2023-05-01
-837506,web.archive.org/web/20220617101140/https://www.reuters.com/technology/googles-russian-subsidiary-submits-bankruptcy-declaration-ifax-2022-06-17/,0,2023-05-01
-528654,web.archive.org/web/20230123091834/https://www.businesstoday.in/technology/news/story/fired-google-employees-say-getting-sacked-without-an-element-of-humanity-366998-2023-01-21,0,2023-05-01
2242547,web.archive.org/web/20230123091840/https://www.indiatoday.in/technology/news/story/after-16-years-of-service-google-fires-employee-by-deactivating-his-account-in-the-middle-of-the-night-2324588-2023-01-21,0,2023-05-01
1114209,web.archive.org/web/20230123104052/https://www.cnbc.com/2023/01/21/google-employees-scramble-for-answers-after-layoffs-hit-long-tenured.html,0,2023-05-01
6123635,commons.wikimedia.org/wiki/Category:Alphabet_Inc.,0,2023-05-01
2307287,abc.xyz/,0,2023-05-01
-346730,finance.yahoo.com/quote/GOOGL,0,2023-05-01
4917766,finance.yahoo.com/quote/GOOG,0,2023-05-01
-857298,commons.wikimedia.org/wiki/Category:Google,0,2023-05-01
1598148,isni.org/isni/0000000449087370,0,2023-05-01
6711870,viaf.org/viaf/316568119,0,2023-05-01
8393380,d-nb.info/gnd/1239249233,0,2023-05-01
5237182,id.loc.gov/authorities/n2017061610,0,2023-05-01
